NEGARA,2016,2017,2018,2019,2020,2021,2022,2023,2016,2017,2018,2019,2020,2021,2022,2023,COUNTRY,
INDONESIA," 27,945 "," 33,631 "," 31,907 "," 31,328 "," 29,589 "," 39,180 "," 55,736 "," 50,910 "," 29,486 "," 37,879 "," 40,490 "," 38,898 "," 36,694 "," 56,127 "," 73,968 "," 60,301 ",INDONESIA,
"IRAN, ISLAMIC REPUBLIC OF"," 2,163 "," 3,254 "," 2,788 "," 1,789 "," 1,345 "," 2,344 "," 3,447 "," 1,875 ", 642 ," 1,267 "," 1,008 ", 192 , 216 , 283 , 237 , 213 ,"IRAN, ISLAMIC REPUBLIC OF",
IRAQ, 481 , 551 , 535 , 504 , 501 ," 1,864 "," 3,447 "," 1,943 ", 437 ," 1,799 "," 1,386 "," 1,260 "," 1,269 "," 1,900 "," 1,230 ", 447 ,IRAQ,
JAPAN," 63,743 "," 75,597 "," 70,385 "," 65,998 "," 62,561 "," 75,816 "," 98,658 "," 85,830 "," 56,982 "," 63,611 "," 63,858 "," 63,594 "," 61,581 "," 73,942 "," 83,076 "," 70,917 ",JAPAN,
JORDAN, 408 , 411 , 461 , 488 , 378 , 800 , 784 , 681 , 291 , 243 , 275 , 211 , 238 , 335 , 738 , 513 ,JORDAN,
KAZAKHSTAN, 181 , 297 , 360 , 269 , 434 , 363 , 567 , 466 , 23 , 40 , 37 , 14 , 17 , 44 , 5 , 9 ,KAZAKHSTAN,
"KOREA, REPUBLIC OF"," 22,905 "," 28,586 "," 34,237 "," 34,230 "," 34,714 "," 38,224 "," 54,906 "," 56,387 "," 36,675 "," 39,119 "," 39,284 "," 38,828 "," 46,113 "," 50,084 "," 59,187 "," 55,298 ","KOREA, REPUBLIC OF",
KUWAIT, 740 , 809 , 885 , 707 , 548 , 763 , 878 , 871 ," 1,859 "," 1,122 "," 1,928 ", 820 , 788 , 942 ," 3,342 "," 2,819 ",KUWAIT,
KYRGYZSTAN, 8 , 10 , 9 , 8 , 5 , 10 , 39 , 161 , * , * , * , * , * , * , 1 , 1 ,KYRGYZSTAN,
"LAO, PEOPLE'S DEMOCRATIC REPUBLIC", 77 , 62 , 41 , 34 , 56 , 113 , 946 , 135 , 51 , 24 , 29 , 41 , 48 , 89 , 181 , 75 ,"LAO, PEOPLE'S DEMOCRATIC REPUBLIC",
LEBANON, 259 , 314 , 303 , 237 , 161 , 209 , 247 , 265 , 41 , 27 , 23 , 14 , 15 , 33 , 48 , 45 ,LEBANON,
MACAO, 114 , 97 , 113 , 134 , 114 , 119 , 163 , 141 , 55 , 70 , 83 , 39 , 48 , 84 , 247 , 76 ,MACAO,
MALDIVES, 484 , 588 , 604 , 535 , 365 , 501 ," 1,007 ", 805 , 5 , 3 , 2 , 4 , 5 , 3 , 1 , 22 ,MALDIVES,
MONGOLIA, 65 , 73 , 101 , 113 , 104 , 143 , 193 , 153 , 1 , * , 2 , 1 , * , * , 5 , 2 ,MONGOLIA,
MYANMAR," 3,925 "," 4,134 "," 2,810 "," 2,831 "," 3,067 "," 2,711 "," 5,967 "," 4,003 ", 824 , 967 ," 1,233 "," 1,089 ", 937 ," 1,169 "," 1,411 "," 1,056 ",MYANMAR,
NEPAL, 120 , 122 , 134 , 160 , 156 , 232 , 253 , 245 , 2 , 2 , 1 , 2 , 3 , 2 , 3 , 7 ,NEPAL,

OMAN, 979 ," 1,188 "," 1,067 ", 751 , 760 ," 1,204 "," 1,505 "," 1,450 "," 1,098 "," 1,319 "," 2,273 "," 1,808 "," 2,739 "," 3,247 "," 5,239 "," 3,650 ",OMAN,
PAKISTAN," 4,855 "," 5,044 "," 5,176 "," 4,880 "," 4,761 "," 5,997 "," 6,016 "," 4,386 ", 712 , 720 , 757 ," 1,066 "," 1,097 "," 1,899 "," 1,827 "," 2,045 ",PAKISTAN,
PALESTINIAN TERRITORY OCCUPIED, 4 , 7 , 8 , 8 , 14 , 5 , 7 , 13 , 1 , 3 , 5 , 3 , 4 , 4 , 7 , 7 ,PALESTINIAN TERRITORY OCCUPIED,
PHILIPPINES," 13,638 "," 16,521 "," 16,955 "," 18,607 "," 17,607 "," 22,629 "," 28,235 "," 26,445 "," 6,596 "," 8,976 "," 9,199 "," 9,030 "," 8,780 "," 9,924 "," 13,033 "," 9,672 ",PHILIPPINES,
QATAR, 623 , 762 , 990 ," 1,685 "," 1,128 "," 1,488 "," 1,471 "," 1,452 "," 1,742 "," 2,116 "," 2,731 "," 1,799 ", 984 ," 1,139 "," 3,243 "," 2,751 ",QATAR,
SAUDI ARABIA," 3,373 "," 4,235 "," 3,771 "," 3,502 "," 4,139 "," 5,062 "," 7,160 "," 6,858 "," 10,651 "," 10,689 "," 17,901 "," 18,808 "," 16,158 "," 12,503 "," 38,155 "," 43,658 ",SAUDI ARABIA,
SINGAPORE," 114,442 "," 135,628 "," 140,249 "," 137,078 "," 142,146 "," 173,974 "," 232,484 "," 219,295 "," 72,398 "," 92,729 "," 103,071 "," 89,496 "," 73,678 "," 93,633 "," 135,040 "," 143,726 ",SINGAPORE,
"SOUTH GEORGIA AND 
THE SOUTH SANDWICH ISLANDS", * , -   , * , -   , -   , -   , * , -   , -   , -   , -   , -   , -   , * , * , -   ,"SOUTH GEORGIA AND 
THE SOUTH SANDWICH ISLANDS",
SRI LANKA," 2,418 "," 2,484 "," 2,892 "," 3,562 "," 2,628 "," 3,022 "," 3,450 "," 3,315 ", 247 , 299 , 245 , 292 , 212 , 322 , 334 , 356 ,SRI LANKA,
SYRIAN ARAB REPUBLIC, 137 , 200 , 295 , 166 , 107 , 176 , 279 , 173 , 1 , 2 , 2 , 1 , 2 , 3 , 1 , 1 ,SYRIAN ARAB REPUBLIC,
"TAIWAN, PROVINCE OF CHINA"," 21,243 "," 23,962 "," 32,814 "," 37,032 "," 33,874 "," 40,625 "," 51,745 "," 43,377 "," 41,814 "," 54,755 "," 63,576 "," 57,046 "," 58,033 "," 75,203 "," 106,003 "," 83,795 ","TAIWAN, PROVINCE OF CHINA",
TAJIKISTAN, 6 , 38 , 36 , 4 , 6 , 32 , 11 , 8 , * , * , 3 , * , * , * , * , * ,TAJIKISTAN,
THAILAND," 44,092 "," 50,508 "," 57,061 "," 56,318 "," 45,339 "," 52,162 "," 65,774 "," 58,913 "," 42,328 "," 48,141 "," 48,624 "," 44,277 "," 34,300 "," 45,383 "," 56,186 "," 54,457 ",THAILAND,
TIMOR LESTE, 60 , 75 , 56 , 115 , 128 , 86 , 302 , 195 , 1 , 3 , 4 , 2 , 1 , 109 , 97 , 2 ,TIMOR LESTE,
TURKMENISTAN, 86 , 59 , 37 , 28 , 21 , 17 , 36 , 45 , 4 , 12 , 11 , 1 , * , 14 , 1 , 3 ,TURKMENISTAN,
UNITED ARAB EMIRATES," 12,575 "," 12,019 "," 11,353 "," 11,192 "," 8,492 "," 10,619 "," 15,442 "," 14,234 "," 9,781 "," 13,161 "," 11,671 "," 15,442 "," 12,162 "," 11,706 "," 22,157 "," 25,297 ",UNITED ARAB EMIRATES,
UZBEKISTAN, 429 , 336 , 230 , 318 , 210 , 207 , 314 , 424 , 5 , 10 , 13 , 25 , 36 , 20 , 5 , 2 ,UZBEKISTAN,
VIET NAM," 23,773 "," 27,597 "," 34,329 "," 35,387 "," 30,905 "," 45,627 "," 53,623 "," 52,012 "," 18,819 "," 22,626 "," 19,457 "," 19,589 "," 18,012 "," 23,771 "," 31,747 "," 27,412 ",VIET NAM,
YEMEN, 592 , 798 , 759 , 670 , 831 , 809 , 666 ," 1,111 ", 36 , 50 , 415 , 244 , 287 , 109 , 258 , 242 ,YEMEN,

,,,,,,,,,,,,,,,,,,
ALAND ISLANDS, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,ALAND ISLANDS,
ALBANIA, 45 , 18 , 42 , 21 , 20 , 15 , 14 , 79 , 2 , 1 , 1 , 12 , 50 , 13 , 2 , 5 ,ALBANIA,
ANDORRA, 1 , 1 , 2 , 5 , 1 , 1 , 2 , * , * , 1 , * , * , * , 2 , * , * ,ANDORRA,
AUSTRIA, 461 , 449 , 506 , 454 , 514 , 537 , 860 ," 1,076 "," 2,200 "," 2,336 "," 2,829 "," 2,277 "," 1,956 "," 2,748 "," 2,781 "," 2,982 ",AUSTRIA,
BELARUS, 12 , 6 , 34 , 17 , 25 , 16 , 22 , 513 , 150 , 180 , 302 , 153 , 130 , 212 , 83 , 99 ,BELARUS,
BELGIUM," 4,194 "," 4,863 "," 4,646 "," 4,521 "," 4,514 "," 6,405 "," 8,998 "," 9,342 "," 2,617 "," 2,704 "," 2,919 "," 3,345 "," 2,903 "," 4,250 "," 3,791 "," 3,727 ",BELGIUM,
BOSNIA AND HERZEGOVINA, 2 , 4 , 4 , 1 , 5 , 4 , 3 , 3 , 1 , 3 , 7 , 3 , 5 , 5 , 11 , 15 ,BOSNIA AND HERZEGOVINA,
BULGARIA, 266 , 342 , 406 , 417 , 475 , 457 , 460 , 478 , 134 , 126 , 148 , 135 , 110 , 123 , 171 , 174 ,BULGARIA,
CROATIA, 67 , 75 , 212 , 86 , 76 , 121 , 190 , 170 , 92 , 35 , 15 , 27 , 30 , 39 , 107 , 294 ,CROATIA,
CYPRUS, 53 , 72 , 62 , 59 , 46 , 59 , 41 , 37 , 54 , 40 , 30 , 26 , 44 , 33 , 32 , 48 ,CYPRUS,
CZECH REPUBLIC," 1,355 "," 1,432 "," 1,909 "," 1,906 "," 2,406 "," 3,289 "," 3,601 "," 2,636 ", 830 , 963 , 984 , 977 ," 1,040 "," 1,216 "," 1,173 "," 1,074 ",CZECH REPUBLIC,
DENMARK, 559 , 629 , 743 , 825 , 882 ," 1,218 "," 1,116 ", 886 , 788 , 842 , 938 , 996 ," 1,058 "," 1,202 "," 1,396 "," 1,480 ",DENMARK,
ESTONIA, 130 , 179 , 273 , 299 , 324 , 273 , 299 , 382 , 24 , 34 , 36 , 104 , 64 , 66 , 81 , 74 ,ESTONIA,
FAROE ISLANDS, -   , * , * , * , 1 , 1 , * , * , * , * , * , -   , * , * , 1 , 2 ,FAROE ISLANDS,
FINLAND, 423 , 532 , 591 , 622 , 690 ," 1,068 "," 1,015 "," 1,147 ", 638 , 746 , 804 , 762 ," 1,042 ", 849 ," 1,220 "," 1,239 ",FINLAND,
FRANCE," 5,746 "," 5,830 "," 6,293 "," 6,214 "," 5,141 "," 5,156 "," 8,683 "," 6,119 "," 9,486 "," 12,728 "," 16,626 "," 10,860 "," 6,260 "," 6,949 "," 9,663 "," 10,596 ",FRANCE,
GERMANY," 22,296 "," 26,673 "," 28,202 "," 26,051 "," 24,694 "," 28,506 "," 30,030 "," 30,562 "," 23,784 "," 26,278 "," 26,380 "," 26,764 "," 23,228 "," 25,490 "," 29,900 "," 32,980 ",GERMANY,
GIBRALTAR, 1 , 1 , 101 , 2 , 107 , 6 , 1 , 2 , -   , * , -   , 1 , 93 , * , 1 , 38 ,GIBRALTAR,
GREECE, 527 , 422 , 377 , 484 , 521 , 803 , 571 , 640 , 107 , 79 , 66 , 229 , 434 , 271 , 603 ," 1,508 ",GREECE,
GREENLAND, -   , * , -   , -   , -   , * , * , 3 , * , * , * , * , * , 1 , * , * ,GREENLAND,
GUERNSEY, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,GUERNSEY,
HOLY SEE (VATICAN CITY STATE), * , -   , 1 , -   , * , -   , 1 , * , -   , 1 , 1 , * , -   , * , 1 , * ,HOLY SEE (VATICAN CITY STATE),
HUNGARY," 1,178 "," 1,902 "," 2,241 "," 2,315 "," 2,219 "," 2,254 "," 2,494 "," 2,381 ", 589 , 742 , 718 , 648 , 658 , 771 , 971 , 698 ,HUNGARY,
ICELAND, 5 , 4 , 15 , 4 , 6 , 231 , 628 , 103 , 6 , 7 , 1 , 1 , 2 , 6 , 4 , 3 ,ICELAND,
IRELAND, 565 , 680 ," 1,192 "," 1,253 "," 1,216 "," 1,085 ", 952 , 944 ," 2,429 "," 3,593 "," 4,642 "," 4,062 "," 2,465 "," 12,594 "," 13,096 "," 15,407 ",IRELAND,
ITALY," 4,004 "," 4,575 "," 5,807 "," 5,053 "," 5,471 "," 7,159 "," 8,426 "," 6,277 "," 5,758 "," 7,217 "," 6,689 "," 7,053 "," 6,695 "," 7,668 "," 9,932 "," 8,042 ",ITALY,
JERSEY, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,JERSEY,
LATVIA, 296 , 352 , 176 , 101 , 110 , 153 , 208 , 164 , 71 , 116 , 62 , 48 , 46 , 70 , 51 , 72 ,LATVIA,
LIECHTENSTEIN, 3 , 3 , 2 , 3 , 3 , 3 , 5 , 3 , 4 , 1 , * , 6 , 12 , 19 , 25 , 52 ,LIECHTENSTEIN,
LITHUANIA, 130 , 86 , 80 , 114 , 155 , 169 , 159 , 95 , 367 , 268 , 275 , 302 , 418 , 600 , 369 , 152 ,LITHUANIA,
LUXEMBOURG, 40 , 89 , 93 , 109 , 69 , 267 , 286 , 132 , 91 , 70 , 79 , 80 , 59 , 49 , 51 , 34 ,LUXEMBOURG,
"MACEDONIA, THE FORMER 
YUGOSLAV REPUBLIC OF", 3 , 2 , 3 , 5 , 11 , 19 , 23 , 30 , 5 , 2 , 2 , 2 , 1 , 2 , 3 , 2 ,"MACEDONIA, THE FORMER 
YUGOSLAV REPUBLIC OF",
MALTA, 100 , 179 , 208 , 151 , 97 , 101 , 213 , 317 , 176 , 164 , 553 , 312 , 494 , 420 , 656 , 77 ,MALTA,
"MOLDOVA, REPUBLIC OF", 2 , 3 , 61 , 2 , 5 , 12 , 4 , 3 , 37 , 12 , 23 , 47 , 38 , 19 , 2 , 11 ,"MOLDOVA, REPUBLIC OF",
MONACO, 1 , 1 , 2 , 1 , 2 , 2 , 4 , 6 , * , * , * , * , * , 1 , 1 , * ,MONACO,
MONTENEGRO, 3 , 8 , 37 , 34 , 6 , 9 , 4 , 5 , 1 , * , * , * , 14 , * , 3 , 128 ,MONTENEGRO,
NETHERLANDS," 21,931 "," 26,900 "," 25,799 "," 26,298 "," 23,488 "," 31,174 "," 41,950 "," 35,850 "," 7,030 "," 7,852 "," 6,772 "," 5,692 "," 4,365 "," 4,838 "," 5,961 "," 5,096 ",NETHERLANDS,
NORWAY, 374 , 425 , 354 , 450 , 546 , 789 , 807 , 711 ," 1,054 "," 1,966 ", 936 , 990 , 841 , 752 ," 1,058 "," 1,051 ",NORWAY,
POLAND," 1,188 "," 1,699 "," 1,843 "," 1,820 "," 2,399 "," 3,077 "," 3,775 "," 3,207 ", 762 , 658 , 790 ," 1,143 ", 844 ," 1,114 "," 1,632 "," 1,533 ",POLAND,
PORTUGAL, 274 , 392 , 462 , 517 , 440 , 390 , 497 , 527 , 173 , 252 , 249 , 205 , 194 , 172 , 210 , 267 ,PORTUGAL,
ROMANIA, 424 , 617 , 604 , 677 , 608 , 534 ," 1,010 ", 802 , 168 , 142 , 144 , 196 , 195 , 271 , 794 , 625 ,ROMANIA,
RUSSIAN FEDERATION," 2,199 "," 2,794 "," 2,768 "," 3,646 "," 3,040 "," 3,859 "," 2,409 "," 2,826 "," 4,022 "," 3,554 "," 4,670 "," 4,461 "," 3,264 "," 4,926 "," 9,896 "," 11,394 ",RUSSIAN FEDERATION,
SAN MARINO, -   , -   , -   , * , -   , -   , -   , * , * , * , * , * , * , * , * , * ,SAN MARINO,
SERBIA, 23 , 37 , 32 , 36 , 27 , 41 , 37 , 46 , 8 , 7 , 15 , 12 , 14 , 33 , 26 , 23 ,SERBIA,
SLOVAKIA, 247 , 374 , 367 , 291 , 212 , 293 , 743 , 746 , 125 , 147 , 143 , 117 , 87 , 120 , 155 , 133 ,SLOVAKIA,
SLOVENIA, 848 ," 2,054 "," 1,657 "," 1,432 "," 1,979 "," 2,523 "," 1,723 ", 863 , 98 , 146 , 137 , 206 , 202 , 245 , 217 , 221 ,SLOVENIA,
SPAIN," 2,329 "," 2,688 "," 3,941 "," 4,516 "," 4,122 "," 4,710 "," 5,702 "," 5,653 "," 2,100 "," 2,534 "," 2,980 "," 2,769 "," 2,264 "," 2,250 "," 2,527 "," 3,138 ",SPAIN,
SVALBARD AND JAN MAYEN, * , -   , -   , -   , * , -   , -   , -   , -   , * , -   , -   , -   , -   , -   , -   ,SVALBARD AND JAN MAYEN,
SWEDEN," 1,464 "," 1,553 "," 1,315 "," 1,218 "," 1,486 "," 1,938 "," 2,064 "," 1,441 "," 1,948 "," 2,087 "," 1,818 "," 2,211 "," 1,747 "," 2,219 "," 2,640 "," 2,239 ",SWEDEN,
SWITZERLAND," 2,802 "," 5,221 "," 3,126 "," 2,144 "," 2,694 "," 1,955 "," 2,696 "," 3,629 "," 7,128 "," 11,853 "," 10,632 "," 6,507 "," 6,092 "," 7,706 "," 7,929 "," 7,163 ",SWITZERLAND,
TURKIYE," 7,145 "," 10,443 "," 7,981 "," 6,967 "," 7,737 "," 14,151 "," 17,389 "," 17,533 "," 1,245 "," 1,551 "," 1,827 "," 1,774 "," 2,004 "," 2,845 "," 2,859 "," 2,803 ",TURKIYE,
UKRAINE, 371 , 458 , 512 , 492 , 535 , 734 , 188 , 88 , 344 , 441 , 601 ," 1,013 ", 953 , 727 , 491 , 371 ,UKRAINE,
UNITED KINGDOM," 8,739 "," 9,655 "," 8,639 "," 9,109 "," 9,986 "," 9,789 "," 9,282 "," 8,781 "," 6,552 "," 6,727 "," 6,972 "," 7,352 "," 6,706 "," 7,395 "," 8,295 "," 8,517 ",UNITED KINGDOM,
"YUGOSLAVIA, FED 
REP OF", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,"YUGOSLAVIA, FED 
REP OF",

AMERICAN SAMOA, 56 , 18 , 42 , 63 , 16 , 77 , 275 , 91 , 1 , * , 2 , -   , * , * , -   , * ,AMERICAN SAMOA,
AUSTRALIA," 26,819 "," 32,377 "," 33,540 "," 28,448 "," 24,359 "," 34,479 "," 48,091 "," 49,899 "," 15,610 "," 20,092 "," 21,585 "," 23,322 "," 19,687 "," 22,562 "," 40,637 "," 34,739 ",AUSTRALIA,
CHRISTMAS ISLAND, 2 , 1 , * , 1 , 7 , 18 , 5 , 5 , 53 , 61 , 40 , 26 , 28 , 13 , -   , 5 ,CHRISTMAS ISLAND,
COCOS (KEELING) ISLANDS, -   , 8 , 4 , * , * , -   , * , * , -   , -   , * , * , -   , 6 , * , * ,COCOS (KEELING) ISLANDS,
COOK ISLANDS, 1 , 1 , 1 , 1 , 1 , 1 , 1 , 2 , -   , -   , * , -   , * , * , * , -   ,COOK ISLANDS,
FIJI, 235 , 306 , 312 , 250 , 188 , 438 , 962 , 957 , 18 , 19 , 13 , 8 , 11 , 8 , 8 , 6 ,FIJI,
FRENCH POLYNESIA, 57 , 140 , 65 , 71 , 32 , 162 , 247 , 251 , -   , -   , -   , -   , * , -   , * , * ,FRENCH POLYNESIA,
"FRENCH SOUTHERN 
TERRITORIES", * , -   , -   , -   , -   , -   , -   , * , -   , * , -   , -   , -   , -   , -   , -   ,"FRENCH SOUTHERN 
TERRITORIES",
GUAM, 13 , 17 , 80 , 258 , 10 , 13 , 105 , 238 , * , * , * , 1 , 1 , 1 , 1 , 2 ,GUAM,
"HEARD ISLAND AND 
MCDONALD ISLANDS", -   , -   , -   , * , -   , -   , -   , * , * , -   , -   , -   , -   , -   , -   , -   ,"HEARD ISLAND AND 
MCDONALD ISLANDS",
KIRIBATI, 5 , 5 , 4 , 6 , 8 , 11 , 11 , 14 , 6 , 15 , 9 , 7 , 4 , 13 , 8 , 3 ,KIRIBATI,
MARSHALL ISLANDS, 4 , 2 , 3 , 5 , 9 , 4 , 277 , 65 , 23 , 2 , 10 , 144 , 46 , 67 , 7 , -   ,MARSHALL ISLANDS,
"MICRONESIA, FEDERATED STATES OF", 2 , 2 , 3 , 4 , 3 , 5 , 5 , 4 , * , 1 , * , -   , * , * , * , * ,"MICRONESIA, FEDERATED STATES OF",
NAURU, 1 , 1 , 3 , 2 , 2 , 3 , 3 , 4 , -   , 1 , * , -   , * , -   , -   , * ,NAURU,
NEW CALEDONIA, 132 , 97 , 261 , 188 , 184 , 257 , 691 , 399 , 1 , * , * , 2 , 2 , 1 , 1 , 1 ,NEW CALEDONIA,
NEW ZEALAND," 3,036 "," 4,511 "," 4,794 "," 4,712 "," 3,818 "," 4,428 "," 6,870 "," 7,385 "," 2,863 "," 3,359 "," 3,335 "," 3,205 "," 3,070 "," 3,120 "," 4,316 "," 4,168 ",NEW ZEALAND,
NIUE, -   , * , * , 1 , * , * , * , * , -   , -   , -   , -   , -   , -   , -   , -   ,NIUE,
NORFOLK ISLAND, * , 1 , * , 1 , 32 , 9 , 5 , 8 , * , 1 , 1 , * , 1 , * , 1 , * ,NORFOLK ISLAND,
NORTHERN MARIANA ISLANDS, 5 , 4 , 4 , 4 , 3 , 4 , 2 , 2 , * , -   , * , * , * , * , * , * ,NORTHERN MARIANA ISLANDS,
PALAU, 2 , * , 1 , 10 , 2 , 1 , 17 , 2 , -   , -   , -   , -   , -   , -   , * , -   ,PALAU,
PAPUA NEW GUINEA," 1,394 "," 1,445 "," 1,846 "," 1,471 "," 1,044 "," 1,414 "," 2,247 "," 2,248 ", 710 , 945 , 620 , 644 , 828 , 609 ," 1,385 ", 804 ,PAPUA NEW GUINEA,
PITCAIRN, -   , * , * , * , * , 1 , * , * , -   , -   , -   , -   , -   , * , * , -   ,PITCAIRN,
SOLOMON ISLANDS, 160 , 238 , 252 , 167 , 83 , 189 , 272 , 115 , 67 , 44 , 49 , 40 , 37 , 41 , 31 , 48 ,SOLOMON ISLANDS,
TOKELAU, -   , 3 , * , 6 , * , * , * , * , * , 1 , 2 , 4 , 52 , * , * , 2 ,TOKELAU,
TONGA, 10 , 9 , 9 , 10 , 8 , 12 , 19 , 19 , * , -   , -   , -   , 2 , 2 , * , * ,TONGA,
TUVALU, 4 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , * , * , -   , -   , -   , -   , -   , -   ,TUVALU,
VANUATU, 87 , 100 , 26 , 11 , 13 , 77 , 216 , 124 , 18 , 31 , 12 , 16 , 14 , 12 , 16 , 9 ,VANUATU,
WALLIS AND FUTUNA, * , * , * , * , * , * , * , 1 , -   , -   , -   , -   , -   , -   , -   , -   ,WALLIS AND FUTUNA,
WESTERN SAMOA, 21 , 17 , 30 , 17 , 15 , 49 , 53 , 23 , 1 , * , * , * , * , 1 , 7 , * ,WESTERN SAMOA,
,,,,,,,,,,,,,,,,,,
"OTHERCTICAMOATUNAISLAND", 82 , 83 , 130 , 126 , 120 , 170 , 173 , 100 ," 5,887 "," 1,009 ", 994 , 650 , 590 , 657 ," 1,669 "," 1,019 ","OTHER9 ICAMOATUNAISLAND",
,,,,,,,,,,,,,,,,,,
